text_chunk
"Purchase Order PO-10001 | Supplier: Orrentek Precision Mfg (ID: SUP-001) | Region: APAC | Country: China | Tier: Tier-1 | Risk Level: Low | Product Category: Electronic Components | SKU: SKU-EC-1001 | PO Value: $70,121.14 | Units Ordered: 9013 | Units Delivered On Time: 8598 | Units Rejected: 12 | OTD Rate: 95.4% | Defect Rate: 0.14% | Compliance Score: 88 | Sustainability Score: 77 | Lead Time: 14 days | Certifications: ISO9001;ISO14001;RoHS | Last Audit: 2023-08-12 | Active Disruption: No active disruption | Quarter: Q1-2023"
"Purchase Order PO-10484 | Supplier: Mekong Pack Co (ID: SUP-020) | Region: APAC | Country: Vietnam | Tier: Tier-3 | Risk Level: Low | Product Category: Packaging Materials | SKU: SKU-PM-1103 | PO Value: $50,668.31 | Units Ordered: 31471 | Units Delivered On Time: 21463 | Units Rejected: 959 | OTD Rate: 68.2% | Defect Rate: 3.05% | Compliance Score: 64 | Sustainability Score: 44 | Lead Time: 18 days | Certifications: FSC;ISO9001 | Last Audit: 2023-10-22 | Active Disruption: No active disruption | Quarter: Q2-2023"
"Purchase Order PO-10485 | Supplier: Hanoitex Industries (ID: SUP-021) | Region: APAC | Country: Vietnam | Tier: Tier-2 | Risk Level: Low | Product Category: Industrial Textiles | SKU: SKU-IT-1067 | PO Value: $189,579.58 | Units Ordered: 39661 | Units Delivered On Time: 33751 | Units Rejected: 705 | OTD Rate: 85.1% | Defect Rate: 1.78% | Compliance Score: 89 | Sustainability Score: 63 | Lead Time: 36 days | Certifications: OEKO-TEX;ISO9001 | Last Audit: 2023-09-22 | Active Disruption: No active disruption | Quarter: Q4-2024"
"Purchase Order PO-10486 | Supplier: Danang Metal Works (ID: SUP-022) | Region: APAC | Country: Vietnam | Tier: Tier-3 | Risk Level: Medium | Product Category: Mechanical Components | SKU: SKU-MC-1081 | PO Value: $172,439.75 | Units Ordered: 36925 | Units Delivered On Time: 28432 | Units Rejected: 1022 | OTD Rate: 77.0% | Defect Rate: 2.77% | Compliance Score: 72 | Sustainability Score: 37 | Lead Time: 19 days | Certifications: ISO9001 | Last Audit: 2023-06-17 | Active Disruption: Tariff adjustment pending | Quarter: Q3-2023"
"Purchase Order PO-10487 | Supplier: Hanguk Circuit Works (ID: SUP-023) | Region: APAC | Country: South Korea | Tier: Tier-1 | Risk Level: Low | Product Category: Electronic Components | SKU: SKU-EC-1071 | PO Value: $80,658.60 | Units Ordered: 11110 | Units Delivered On Time: 9843 | Units Rejected: 78 | OTD Rate: 88.6% | Defect Rate: 0.71% | Compliance Score: 91 | Sustainability Score: 71 | Lead Time: 41 days | Certifications: ISO9001;AEC-Q100 | Last Audit: 2024-07-10 | Active Disruption: No active disruption | Quarter: Q2-2023"
"Purchase Order PO-10488 | Supplier: Seoultech Micro (ID: SUP-024) | Region: APAC | Country: South Korea | Tier: Tier-2 | Risk Level: Low | Product Category: Electronic Components | SKU: SKU-EC-1072 | PO Value: $309,983.76 | Units Ordered: 47837 | Units Delivered On Time: 39943 | Units Rejected: 617 | OTD Rate: 83.5% | Defect Rate: 1.29% | Compliance Score: 88 | Sustainability Score: 67 | Lead Time: 34 days | Certifications: ISO9001;RoHS | Last Audit: 2023-10-16 | Active Disruption: No active disruption | Quarter: Q3-2023"
"Purchase Order PO-10489 | Supplier: Koryo Alloy Systems (ID: SUP-025) | Region: APAC | Country: South Korea | Tier: Tier-1 | Risk Level: Low | Product Category: Specialty Alloys | SKU: SKU-SA-1079 | PO Value: $340,800.00 | Units Ordered: 11360 | Units Delivered On Time: 10485 | Units Rejected: 104 | OTD Rate: 92.3% | Defect Rate: 0.92% | Compliance Score: 90 | Sustainability Score: 75 | Lead Time: 17 days | Certifications: ISO9001;NADCAP | Last Audit: 2024-04-16 | Active Disruption: No active disruption | Quarter: Q2-2023"
"Purchase Order PO-10490 | Supplier: Hangang Steel Parts (ID: SUP-026) | Region: APAC | Country: South Korea | Tier: Tier-2 | Risk Level: Medium | Product Category: Mechanical Components | SKU: SKU-MC-1082 | PO Value: $186,975.95 | Units Ordered: 25165 | Units Delivered On Time: 23554 | Units Rejected: 183 | OTD Rate: 93.6% | Defect Rate: 0.73% | Compliance Score: 71 | Sustainability Score: 49 | Lead Time: 21 days | Certifications: ISO9001;IATF16949 | Last Audit: 2023-11-08 | Active Disruption: Seasonal flood risk | Quarter: Q2-2024"
"Purchase Order PO-10491 | Supplier: Busan Pack Corp (ID: SUP-027) | Region: APAC | Country: South Korea | Tier: Tier-2 | Risk Level: High | Product Category: Packaging Materials | SKU: SKU-PM-1104 | PO Value: $11,731.58 | Units Ordered: 11971 | Units Delivered On Time: 9397 | Units Rejected: 320 | OTD Rate: 78.5% | Defect Rate: 2.68% | Compliance Score: 74 | Sustainability Score: 56 | Lead Time: 16 days | Certifications: FSC;ISO9001 | Last Audit: 2023-01-20 | Active Disruption: Export license risk | Quarter: Q2-2023"
"Purchase Order PO-10492 | Supplier: Hokkaido Alloy Tech (ID: SUP-028) | Region: APAC | Country: Japan | Tier: Tier-1 | Risk Level: Low | Product Category: Specialty Alloys | SKU: SKU-SA-1080 | PO Value: $380,767.96 | Units Ordered: 16196 | Units Delivered On Time: 15693 | Units Rejected: 225 | OTD Rate: 96.9% | Defect Rate: 1.39% | Compliance Score: 81 | Sustainability Score: 76 | Lead Time: 40 days | Certifications: ISO9001;NADCAP;AS9100 | Last Audit: 2023-01-11 | Active Disruption: No active disruption | Quarter: Q1-2024"
"Purchase Order PO-10493 | Supplier: Kinki Precision Corp (ID: SUP-029) | Region: APAC | Country: Japan | Tier: Tier-1 | Risk Level: Low | Product Category: Electronic Components | SKU: SKU-EC-1073 | PO Value: $23,702.12 | Units Ordered: 4798 | Units Delivered On Time: 4639 | Units Rejected: 68 | OTD Rate: 96.7% | Defect Rate: 1.43% | Compliance Score: 99 | Sustainability Score: 76 | Lead Time: 20 days | Certifications: ISO9001;AEC-Q100;RoHS | Last Audit: 2023-06-14 | Active Disruption: No active disruption | Quarter: Q2-2024"
"Purchase Order PO-10494 | Supplier: Osaka Polymer Systems (ID: SUP-030) | Region: APAC | Country: Japan | Tier: Tier-1 | Risk Level: Low | Product Category: Raw Materials | SKU: SKU-RM-1088 | PO Value: $26,156.90 | Units Ordered: 2365 | Units Delivered On Time: 2312 | Units Rejected: 33 | OTD Rate: 97.8% | Defect Rate: 1.43% | Compliance Score: 99 | Sustainability Score: 77 | Lead Time: 12 days | Certifications: ISO9001;ISO14001;REACH | Last Audit: 2023-06-25 | Active Disruption: No active disruption | Quarter: Q4-2023"
"Purchase Order PO-10495 | Supplier: Sendai Mech Works (ID: SUP-031) | Region: APAC | Country: Japan | Tier: Tier-1 | Risk Level: High | Product Category: Mechanical Components | SKU: SKU-MC-1083 | PO Value: $50,221.62 | Units Ordered: 9621 | Units Delivered On Time: 9467 | Units Rejected: 97 | OTD Rate: 98.4% | Defect Rate: 1.01% | Compliance Score: 83 | Sustainability Score: 76 | Lead Time: 38 days | Certifications: ISO9001;IATF16949 | Last Audit: 2024-03-10 | Active Disruption: Export license risk | Quarter: Q2-2024"
"Purchase Order PO-10496 | Supplier: Kyushu Textile Co (ID: SUP-032) | Region: APAC | Country: Japan | Tier: Tier-1 | Risk Level: High | Product Category: Industrial Textiles | SKU: SKU-IT-1068 | PO Value: $50,306.88 | Units Ordered: 13344 | Units Delivered On Time: 12076 | Units Rejected: 65 | OTD Rate: 90.5% | Defect Rate: 0.49% | Compliance Score: 83 | Sustainability Score: 94 | Lead Time: 15 days | Certifications: OEKO-TEX;ISO9001;ISO14001 | Last Audit: 2023-02-11 | Active Disruption: Audit overdue; compliance review | Quarter: Q1-2024"
"Purchase Order PO-10497 | Supplier: Precisionforge Taiyuan (ID: SUP-033) | Region: APAC | Country: Taiwan | Tier: Tier-1 | Risk Level: Low | Product Category: Mechanical Components | SKU: SKU-MC-1084 | PO Value: $56,424.33 | Units Ordered: 11829 | Units Delivered On Time: 10515 | Units Rejected: 111 | OTD Rate: 88.9% | Defect Rate: 0.94% | Compliance Score: 92 | Sustainability Score: 79 | Lead Time: 27 days | Certifications: ISO9001;IATF16949 | Last Audit: 2024-01-12 | Active Disruption: No active disruption | Quarter: Q2-2023"
"Purchase Order PO-10498 | Supplier: Formosa Circuit Co (ID: SUP-034) | Region: APAC | Country: Taiwan | Tier: Tier-1 | Risk Level: Low | Product Category: Electronic Components | SKU: SKU-EC-1074 | PO Value: $113,084.16 | Units Ordered: 16828 | Units Delivered On Time: 15162 | Units Rejected: 302 | OTD Rate: 90.1% | Defect Rate: 1.8% | Compliance Score: 95 | Sustainability Score: 91 | Lead Time: 36 days | Certifications: ISO9001;AEC-Q100;RoHS | Last Audit: 2023-06-22 | Active Disruption: No active disruption | Quarter: Q2-2023"
"Purchase Order PO-10499 | Supplier: Yulon Alloy Mfg (ID: SUP-035) | Region: APAC | Country: Taiwan | Tier: Tier-2 | Risk Level: Medium | Product Category: Specialty Alloys | SKU: SKU-SA-1081 | PO Value: $564,703.36 | Units Ordered: 19136 | Units Delivered On Time: 15136 | Units Rejected: 598 | OTD Rate: 79.1% | Defect Rate: 3.13% | Compliance Score: 77 | Sustainability Score: 60 | Lead Time: 24 days | Certifications: ISO9001 | Last Audit: 2023-12-31 | Active Disruption: Port congestion risk | Quarter: Q1-2024"
"Purchase Order PO-10500 | Supplier: Kaohsiung Pack Co (ID: SUP-036) | Region: APAC | Country: Taiwan | Tier: Tier-2 | Risk Level: Medium | Product Category: Packaging Materials | SKU: SKU-PM-1105 | PO Value: $20,916.84 | Units Ordered: 18844 | Units Delivered On Time: 16224 | Units Rejected: 393 | OTD Rate: 86.1% | Defect Rate: 2.09% | Compliance Score: 79 | Sustainability Score: 79 | Lead Time: 16 days | Certifications: FSC;ISO9001 | Last Audit: 2023-04-12 | Active Disruption: No active disruption | Quarter: Q3-2023"
"Purchase Order PO-10501 | Supplier: Straits Packaging Hub (ID: SUP-037) | Region: APAC | Country: Singapore | Tier: Tier-1 | Risk Level: Low | Product Category: Packaging Materials | SKU: SKU-PM-1106 | PO Value: $10,483.53 | Units Ordered: 4787 | Units Delivered On Time: 4619 | Units Rejected: 72 | OTD Rate: 96.5% | Defect Rate: 1.51% | Compliance Score: 95 | Sustainability Score: 91 | Lead Time: 19 days | Certifications: ISO9001;ISO14001 | Last Audit: 2024-06-16 | Active Disruption: No active disruption | Quarter: Q2-2023"
"Purchase Order PO-10502 | Supplier: Singamold Tech (ID: SUP-038) | Region: APAC | Country: Singapore | Tier: Tier-1 | Risk Level: Medium | Product Category: Mechanical Components | SKU: SKU-MC-1085 | PO Value: $94,974.07 | Units Ordered: 17051 | Units Delivered On Time: 16505 | Units Rejected: 247 | OTD Rate: 96.8% | Defect Rate: 1.45% | Compliance Score: 86 | Sustainability Score: 79 | Lead Time: 39 days | Certifications: ISO9001;IATF16949 | Last Audit: 2023-02-02 | Active Disruption: Seasonal flood risk | Quarter: Q1-2023"
"Purchase Order PO-10503 | Supplier: Krungsri Moldtech (ID: SUP-039) | Region: APAC | Country: Thailand | Tier: Tier-2 | Risk Level: Medium | Product Category: Mechanical Components | SKU: SKU-MC-1086 | PO Value: $97,843.20 | Units Ordered: 25088 | Units Delivered On Time: 23783 | Units Rejected: 717 | OTD Rate: 94.8% | Defect Rate: 2.86% | Compliance Score: 70 | Sustainability Score: 72 | Lead Time: 39 days | Certifications: ISO9001;IATF16949 | Last Audit: 2024-05-18 | Active Disruption: Seasonal flood risk | Quarter: Q1-2024"
"Purchase Order PO-10504 | Supplier: Chaophaya Pack (ID: SUP-040) | Region: APAC | Country: Thailand | Tier: Tier-2 | Risk Level: Medium | Product Category: Packaging Materials | SKU: SKU-PM-1107 | PO Value: $112,303.20 | Units Ordered: 51280 | Units Delivered On Time: 43741 | Units Rejected: 651 | OTD Rate: 85.3% | Defect Rate: 1.27% | Compliance Score: 79 | Sustainability Score: 79 | Lead Time: 30 days | Certifications: FSC;ISO9001 | Last Audit: 2023-02-27 | Active Disruption: Tariff adjustment pending | Quarter: Q3-2023"
"Purchase Order PO-10505 | Supplier: Archipelago Pcb Corp (ID: SUP-041) | Region: APAC | Country: Philippines | Tier: Tier-3 | Risk Level: High | Product Category: Electronic Components | SKU: SKU-EC-1075 | PO Value: $179,013.07 | Units Ordered: 56471 | Units Delivered On Time: 39868 | Units Rejected: 1598 | OTD Rate: 70.6% | Defect Rate: 2.83% | Compliance Score: 62 | Sustainability Score: 52 | Lead Time: 36 days | Certifications: ISO9001 | Last Audit: 2023-12-16 | Active Disruption: Audit overdue; compliance review | Quarter: Q1-2023"
"Purchase Order PO-10506 | Supplier: Visayas Textile Co (ID: SUP-042) | Region: APAC | Country: Philippines | Tier: Tier-3 | Risk Level: Medium | Product Category: Industrial Textiles | SKU: SKU-IT-1069 | PO Value: $90,495.46 | Units Ordered: 20614 | Units Delivered On Time: 14491 | Units Rejected: 538 | OTD Rate: 70.3% | Defect Rate: 2.61% | Compliance Score: 61 | Sustainability Score: 56 | Lead Time: 33 days | Certifications: OEKO-TEX;ISO9001 | Last Audit: 2023-12-12 | Active Disruption: Geopolitical tension flag | Quarter: Q1-2024"
"Purchase Order PO-10507 | Supplier: Tasman Circuit Boards (ID: SUP-043) | Region: APAC | Country: Australia | Tier: Tier-1 | Risk Level: Medium | Product Category: Electronic Components | SKU: SKU-EC-1076 | PO Value: $85,589.68 | Units Ordered: 10238 | Units Delivered On Time: 9214 | Units Rejected: 104 | OTD Rate: 90.0% | Defect Rate: 1.02% | Compliance Score: 81 | Sustainability Score: 84 | Lead Time: 35 days | Certifications: ISO9001;AEC-Q100;RoHS | Last Audit: 2024-01-22 | Active Disruption: Geopolitical tension flag | Quarter: Q1-2023"
"Purchase Order PO-10508 | Supplier: Broken Hill Alloys (ID: SUP-044) | Region: APAC | Country: Australia | Tier: Tier-1 | Risk Level: Low | Product Category: Specialty Alloys | SKU: SKU-SA-1082 | PO Value: $211,303.84 | Units Ordered: 9104 | Units Delivered On Time: 8612 | Units Rejected: 59 | OTD Rate: 94.6% | Defect Rate: 0.65% | Compliance Score: 83 | Sustainability Score: 95 | Lead Time: 21 days | Certifications: ISO9001;NADCAP | Last Audit: 2024-03-22 | Active Disruption: No active disruption | Quarter: Q1-2024"
"Purchase Order PO-10509 | Supplier: Sibertek Molding (ID: SUP-045) | Region: APAC | Country: Russia | Tier: Tier-3 | Risk Level: High | Product Category: Mechanical Components | SKU: SKU-MC-1087 | PO Value: $59,171.20 | Units Ordered: 18040 | Units Delivered On Time: 11798 | Units Rejected: 595 | OTD Rate: 65.4% | Defect Rate: 3.3% | Compliance Score: 75 | Sustainability Score: 34 | Lead Time: 52 days | Certifications: ISO9001 | Last Audit: 2024-08-15 | Active Disruption: Port closure risk | Quarter: Q4-2023"
"Purchase Order PO-10510 | Supplier: Krauss-Polymex Gmbh (ID: SUP-046) | Region: EMEA | Country: Germany | Tier: Tier-1 | Risk Level: Medium | Product Category: Raw Materials | SKU: SKU-RM-1089 | PO Value: $97,811.00 | Units Ordered: 10990 | Units Delivered On Time: 9792 | Units Rejected: 73 | OTD Rate: 89.1% | Defect Rate: 0.67% | Compliance Score: 82 | Sustainability Score: 88 | Lead Time: 38 days | Certifications: REACH;ISO9001;ISO14001 | Last Audit: 2024-07-06 | Active Disruption: Regulatory audit pending | Quarter: Q1-2024"
"Purchase Order PO-10511 | Supplier: Rheinwerk Precision Ag (ID: SUP-047) | Region: EMEA | Country: Germany | Tier: Tier-1 | Risk Level: Low | Product Category: Mechanical Components | SKU: SKU-MC-1088 | PO Value: $12,687.30 | Units Ordered: 1905 | Units Delivered On Time: 1744 | Units Rejected: 15 | OTD Rate: 91.6% | Defect Rate: 0.8% | Compliance Score: 88 | Sustainability Score: 89 | Lead Time: 19 days | Certifications: ISO9001;IATF16949 | Last Audit: 2024-04-23 | Active Disruption: No active disruption | Quarter: Q4-2023"
"Purchase Order PO-10512 | Supplier: Berliner Pack Gmbh (ID: SUP-048) | Region: EMEA | Country: Germany | Tier: Tier-1 | Risk Level: Medium | Product Category: Packaging Materials | SKU: SKU-PM-1108 | PO Value: $21,181.00 | Units Ordered: 8975 | Units Delivered On Time: 8176 | Units Rejected: 105 | OTD Rate: 91.1% | Defect Rate: 1.18% | Compliance Score: 99 | Sustainability Score: 97 | Lead Time: 35 days | Certifications: FSC;ISO14001;ISO9001 | Last Audit: 2023-06-04 | Active Disruption: Port congestion risk | Quarter: Q3-2023"
"Purchase Order PO-10513 | Supplier: Munich Alloy Technik (ID: SUP-049) | Region: EMEA | Country: Germany | Tier: Tier-1 | Risk Level: Low | Product Category: Specialty Alloys | SKU: SKU-SA-1083 | PO Value: $357,457.84 | Units Ordered: 13996 | Units Delivered On Time: 13520 | Units Rejected: 195 | OTD Rate: 96.6% | Defect Rate: 1.4% | Compliance Score: 93 | Sustainability Score: 83 | Lead Time: 12 days | Certifications: ISO9001;NADCAP;AS9100 | Last Audit: 2024-09-07 | Active Disruption: No active disruption | Quarter: Q3-2023"
"Purchase Order PO-10514 | Supplier: Dresdner Textilwerk (ID: SUP-050) | Region: EMEA | Country: Germany | Tier: Tier-2 | Risk Level: Low | Product Category: Industrial Textiles | SKU: SKU-IT-1070 | PO Value: $107,492.76 | Units Ordered: 25412 | Units Delivered On Time: 20837 | Units Rejected: 271 | OTD Rate: 82.0% | Defect Rate: 1.07% | Compliance Score: 71 | Sustainability Score: 60 | Lead Time: 37 days | Certifications: OEKO-TEX;ISO9001 | Last Audit: 2023-06-13 | Active Disruption: No active disruption | Quarter: Q1-2023"
"Purchase Order PO-10515 | Supplier: Toreval Electronics (ID: SUP-051) | Region: EMEA | Country: France | Tier: Tier-1 | Risk Level: Low | Product Category: Electronic Components | SKU: SKU-EC-1077 | PO Value: $22,226.10 | Units Ordered: 5421 | Units Delivered On Time: 4938 | Units Rejected: 8 | OTD Rate: 91.1% | Defect Rate: 0.15% | Compliance Score: 88 | Sustainability Score: 91 | Lead Time: 10 days | Certifications: ISO9001;AEC-Q100;RoHS | Last Audit: 2024-02-21 | Active Disruption: No active disruption | Quarter: Q1-2024"
"Purchase Order PO-10516 | Supplier: Lyon Polymer Sas (ID: SUP-052) | Region: EMEA | Country: France | Tier: Tier-1 | Risk Level: High | Product Category: Raw Materials | SKU: SKU-RM-1090 | PO Value: $83,506.95 | Units Ordered: 6399 | Units Delivered On Time: 6290 | Units Rejected: 79 | OTD Rate: 98.3% | Defect Rate: 1.24% | Compliance Score: 82 | Sustainability Score: 82 | Lead Time: 16 days | Certifications: ISO9001;ISO14001;REACH | Last Audit: 2023-04-03 | Active Disruption: Export license risk | Quarter: Q1-2024"
"Purchase Order PO-10517 | Supplier: Bordeaux Pack Sas (ID: SUP-053) | Region: EMEA | Country: France | Tier: Tier-2 | Risk Level: Medium | Product Category: Packaging Materials | SKU: SKU-PM-1109 | PO Value: $52,482.57 | Units Ordered: 21777 | Units Delivered On Time: 17857 | Units Rejected: 161 | OTD Rate: 82.0% | Defect Rate: 0.74% | Compliance Score: 92 | Sustainability Score: 68 | Lead Time: 30 days | Certifications: FSC;ISO14001;ISO9001 | Last Audit: 2023-06-29 | Active Disruption: Tariff adjustment pending | Quarter: Q3-2023"
"Purchase Order PO-10518 | Supplier: Lumivex Semiconductor Nl (ID: SUP-054) | Region: EMEA | Country: Netherlands | Tier: Tier-1 | Risk Level: Medium | Product Category: Electronic Components | SKU: SKU-EC-1078 | PO Value: $81,597.93 | Units Ordered: 12197 | Units Delivered On Time: 11038 | Units Rejected: 69 | OTD Rate: 90.5% | Defect Rate: 0.57% | Compliance Score: 93 | Sustainability Score: 78 | Lead Time: 11 days | Certifications: ISO9001;AEC-Q100;RoHS | Last Audit: 2023-09-10 | Active Disruption: Port congestion risk | Quarter: Q3-2024"
